Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
2019-01-04,Fri,Third round,Away,W 7–0,Tottenham,Tranmere Rovers,Y,FW,64,1,2,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0
