Date,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
2020-12-23,Quarter-finals,Away,W 3–1,Tottenham,Stoke City,N,,45,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,,
2021-01-05,Semi-finals,Home,W 2–0,Tottenham,Brentford,Y,AM,88,1,0,0,0,3,2,0,0,0,0,0,4,0,1,0,,
