Date,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
2017-09-19,Third round,Home,W 1–0,Tottenham,Barnsley,Y,AM,90,0,0,0,0,7,2,0,0,0,1,0,1,0,0,0,0,0
2017-10-25,Fourth round,Home,L 2–3,Tottenham,West Ham,Y,FW,82,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
