Date,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SonTeamResult,SonTeamScore,OpponentTeamScore,Home_1_Away_0,Points_Won,Day,Touches,Press,Tkl,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Prog,Prog.1,Elo,Elo_Opp,Elo_Diff
2017-05-21,Premier League,38,Away,W 7–1,Tottenham,Hull City,0,AM,90.0,0,1,0,0,2,2,0,0,0,1,0,2,1,1,0,0,0,W,7.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,1875,1572,303
2017-08-13,Premier League,1,Away,W 2–0,Tottenham,Newcastle Utd,0,RW,32,0,0,0,0,0,0,0,0,,,,,,0,,,,W,2.0,0.0,0.0,3.0,,27,7,0,0,0.0,0.0,0.0,2,0,23,25,92.0,98,16,47,0,1,,,1885,1621,264
2017-08-20,Premier League,2,Home,L 1–2,Tottenham,Chelsea,0,AM,22,0,0,0,0,0,0,0,0,,,,,,0,,,,L,1.0,2.0,1.0,0.0,,16,5,2,0,0.0,0.0,0.0,0,0,10,13,76.9,6,9,2,0,1,,,1894,1896,-2
2017-08-27,Premier League,3,Home,D 1–1,Tottenham,Burnley,0,RW,70,0,0,0,0,1,0,0,0,,,,,,0,,,,D,1.0,1.0,1.0,1.0,,44,11,0,1,0.0,0.0,0.2,3,0,30,36,83.3,93,32,94,0,2,,,1886,1639,247
2017-09-09,Premier League,4,Away,W 3–0,Tottenham,Everton,0,FW,5,0,0,0,0,0,0,0,0,,,,,,0,,,,W,3.0,0.0,0.0,3.0,,5,3,0,0,0.0,0.0,0.0,1,0,4,4,100.0,7,4,9,0,0,,,1879,1764,115
2017-09-13,Champions League,Group stage,Home,W 3–1,Tottenham,Dortmund,Y,LM,83,1,0,0,0,3,1,0,0,0,0,3,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1858,34
2017-09-16,Premier League,5,Home,D 0–0,Tottenham,Swansea City,0,WB,74,0,0,0,0,6,3,0,0,,,,,,0,,,,D,0.0,0.0,1.0,1.0,,58,5,2,1,0.5,0.5,0.2,8,0,38,42,90.5,93,42,83,0,3,,,1900,1651,249
2017-09-23,Premier League,6,Away,W 3–2,Tottenham,West Ham,0,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,,,,On m,,,,W,3.0,2.0,0.0,3.0,,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,1893,1661,232
2017-09-26,Champions League,Group stage,Away,W 3–0,Tottenham,APOEL FC,Y,FW,90,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1610,287
2017-09-30,Premier League,7,Away,W 4–0,Tottenham,Huddersfield,0,FW,3,0,0,0,0,0,0,0,0,,,,,,0,,,,W,4.0,0.0,0.0,3.0,,1,4,0,0,0.0,0.0,0.0,1,1,1,1,100.0,19,1,17,0,0,,,1912,1531,381
2017-10-14,Premier League,8,Home,W 1–0,Tottenham,Bournemouth,0,AM,75,0,0,0,0,1,0,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,40,17,3,1,0.0,0.0,0.1,2,1,24,26,92.3,47,30,80,2,3,,,1916,1640,276
2017-10-17,Champions League,Group stage,Away,D 1–1,Tottenham,Real Madrid,N,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1917,2067,-150
2017-10-22,Premier League,9,Home,W 4–1,Tottenham,Liverpool,0,FW,69,1,0,0,0,3,2,0,0,,,,,,0,,,,W,4.0,1.0,1.0,3.0,,21,23,0,2,0.7,0.7,0.0,0,0,11,15,73.3,45,13,118,0,1,,,1926,1859,67
2017-10-28,Premier League,10,Away,L 0–1,Tottenham,Manchester Utd,0,FW,62,0,0,0,0,1,0,0,0,,,,,,0,,,,L,0.0,1.0,0.0,0.0,,27,7,1,1,0.0,0.0,0.0,3,0,16,19,84.2,17,22,93,0,0,,,1934,1910,24
2017-11-01,Champions League,Group stage,Home,W 3–1,Tottenham,Real Madrid,N,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,,,,,,,,,,,,,,,,,,,,,,,,1925,2030,-105
2017-11-05,Premier League,11,Home,W 1–0,Tottenham,Crystal Palace,0,FW,90,1,0,0,0,2,1,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,42,18,2,1,0.3,0.3,0.0,1,0,20,27,74.1,55,32,169,2,3,,,1939,1610,329
2017-11-18,Premier League,12,Away,L 0–2,Tottenham,Arsenal,0,FW,15,0,0,0,0,2,0,0,0,,,,,,0,,,,L,0.0,2.0,0.0,0.0,,9,3,0,0,0.3,0.3,0.0,0,0,4,6,66.7,0,8,20,0,0,,,1940,1854,86
2017-11-21,Champions League,Group stage,Away,W 2–1,Tottenham,Dortmund,Y,FW,90,1,0,0,0,4,2,0,0,0,3,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1928,1774,154
2017-11-25,Premier League,13,Home,D 1–1,Tottenham,West Brom,0,FW,90,0,0,0,0,4,1,0,0,,,,,,0,,,,D,1.0,1.0,1.0,1.0,,77,13,0,0,0.1,0.1,0.1,4,0,49,62,79.0,101,79,319,5,6,,,1923,1625,298
2017-11-28,Premier League,14,Away,L 1–2,Tottenham,Leicester City,0,AMDM,33,0,0,0,0,0,0,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,23,7,0,0,0.0,0.0,0.1,2,1,18,22,81.8,85,26,66,3,4,,,1915,1713,202
2017-12-02,Premier League,15,Away,D 1–1,Tottenham,Watford,0,LW,77,1,0,0,0,1,1,0,0,,,,,,0,,,,D,1.0,1.0,0.0,1.0,,24,15,0,0,0.8,0.8,0.0,0,0,11,16,68.8,28,19,43,1,3,,,1903,1660,243
2017-12-06,Champions League,Group stage,Home,W 3–0,Tottenham,APOEL FC,Y,RW,65,1,0,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1610,289
2017-12-09,Premier League,16,Home,W 5–1,Tottenham,Stoke City,0,LW,86,1,1,0,0,4,3,0,0,,,,,,1,,,,W,5.0,1.0,1.0,3.0,,51,14,0,0,0.3,0.3,1.4,8,1,29,38,76.3,131,47,450,2,2,,,1904,1660,244
2017-12-13,Premier League,17,Home,W 2–0,Tottenham,Brighton,0,LWRW,90,1,0,0,0,4,1,0,0,,,,,,1,,,,W,2.0,0.0,1.0,3.0,,53,22,0,1,0.7,0.7,0.1,2,0,36,41,87.8,127,46,106,1,1,,,1908,1605,303
2017-12-16,Premier League,18,Away,L 1–4,Tottenham,Manchester City,0,FW,77,0,0,0,0,1,0,0,0,,,,,,0,,,,L,1.0,4.0,0.0,0.0,,25,13,1,1,0.0,0.0,0.0,1,0,14,17,82.4,34,18,62,1,1,,,1910,1972,-62
2017-12-23,Premier League,19,Away,W 3–0,Tottenham,Burnley,0,LW,78,0,0,0,0,3,1,0,0,,,,,,0,,,,W,3.0,0.0,0.0,3.0,,43,13,1,1,0.5,0.5,0.2,2,0,24,32,75.0,82,29,175,2,2,,,1901,1697,204
2017-12-26,Premier League,20,Home,W 5–2,Tottenham,Southampton,0,LW,76,1,2,0,0,1,1,0,0,,,,,,0,,,,W,5.0,2.0,1.0,3.0,,41,17,3,0,0.4,0.4,0.9,4,3,23,31,74.2,113,34,167,2,2,,,1909,1661,248
2018-01-02,Premier League,22,Away,W 2–0,Tottenham,Swansea City,0,LW,90,0,0,0,0,2,0,0,0,,,,,,1,,,,W,2.0,0.0,0.0,3.0,,63,19,0,0,0.1,0.1,0.0,2,1,40,48,83.3,160,56,195,2,5,,,1913,1616,297
2018-01-04,Premier League,21,Home,D 1–1,Tottenham,West Ham,0,LWRW,90,1,0,0,0,3,2,0,0,,,,,,1,,,,D,1.0,1.0,1.0,1.0,,77,14,1,1,0.2,0.2,0.0,4,0,50,62,80.6,159,77,332,9,12,,,1917,1651,266
2018-01-13,Premier League,23,Home,W 4–0,Tottenham,Everton,0,LW,90,1,1,0,0,7,2,0,0,,,,,,0,,,,W,4.0,0.0,1.0,3.0,,46,16,1,0,1.4,1.4,0.2,6,2,27,33,81.8,109,40,265,3,4,,,1910,1693,217
2018-01-21,Premier League,24,Away,D 1–1,Tottenham,Southampton,0,LW,70,0,0,0,0,0,0,0,0,,,,,,0,,,,D,1.0,1.0,0.0,1.0,,30,12,1,2,0.0,0.0,0.0,0,0,22,24,91.7,52,19,25,0,2,,,1914,1655,259
2018-01-31,Premier League,25,Home,W 2–0,Tottenham,Manchester Utd,0,LW,80,0,0,0,0,3,1,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,49,10,0,5,0.3,0.3,0.1,6,0,28,35,80.0,122,39,109,0,1,,,1909,1911,-2
2018-02-04,Premier League,26,Away,D 2–2,Tottenham,Liverpool,0,FW,90,0,0,0,0,2,1,0,0,,,,,,0,,,,D,2.0,2.0,0.0,1.0,,35,8,0,0,0.2,0.2,0.0,1,1,20,29,69.0,32,24,98,0,0,,,1919,1887,32
2018-02-10,Premier League,27,Home,W 1–0,Tottenham,Arsenal,0,LW,70,0,0,0,0,2,1,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,52,4,0,1,0.1,0.1,0.0,3,0,28,42,66.7,48,44,270,6,10,,,1919,1825,94
2018-02-13,Champions League,Round of 16,Away,D 2–2,Tottenham,Juventus,N,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1923,1966,-43
2018-02-25,Premier League,28,Away,W 1–0,Tottenham,Crystal Palace,0,CM,10,0,0,0,0,0,0,0,0,,,,,,0,,,,W,1.0,0.0,0.0,3.0,,10,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,20,8,85,0,0,,,1936,1656,280
2018-03-03,Premier League,29,Home,W 2–0,Tottenham,Huddersfield,0,LW,70,2,0,0,0,4,2,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,40,11,2,0,0.9,0.9,0.3,4,1,23,26,88.5,87,35,167,4,4,,,1939,1570,369
2018-03-07,Champions League,Round of 16,Home,L 1–2,Tottenham,Juventus,Y,AM,90,1,0,0,0,7,3,0,0,3,1,1,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1940,1964,-24
2018-03-11,Premier League,30,Away,W 4–1,Tottenham,Bournemouth,0,LW,90,2,0,0,0,5,4,0,0,,,,,,1,,,,W,4.0,1.0,0.0,3.0,,43,7,0,2,1.2,1.2,0.0,3,3,24,32,75.0,92,34,208,1,1,,,1923,1677,246
2018-04-01,Premier League,32,Away,W 3–1,Tottenham,Chelsea,0,FWRW,74,0,0,0,0,3,3,0,0,,,,,,0,,,,W,3.0,1.0,0.0,3.0,,38,13,0,0,0.2,0.2,0.0,3,1,24,29,82.8,88,29,68,0,1,,,1923,1854,69
2018-04-07,Premier League,33,Away,W 2–1,Tottenham,Stoke City,0,LM,67,0,0,0,0,2,1,0,0,,,,,,0,,,,W,2.0,1.0,0.0,3.0,,33,8,0,0,0.4,0.4,0.0,1,0,20,24,83.3,35,33,137,2,4,,,1937,1616,321
2018-04-14,Premier League,34,Home,L 1–3,Tottenham,Manchester City,0,FWAM,26,0,0,0,0,1,0,0,0,,,,,,0,,,,L,1.0,3.0,1.0,0.0,,18,7,0,1,0.0,0.0,0.0,0,0,12,14,85.7,23,13,41,0,0,,,1940,1958,-18
2018-04-17,Premier League,35,Away,D 1–1,Tottenham,Brighton,0,LW,90,0,1,0,0,3,2,0,0,,,,,,2,,,,D,1.0,1.0,0.0,1.0,,43,9,0,1,0.2,0.2,0.5,4,2,20,26,76.9,17,34,172,2,4,,,1927,1612,315
2018-04-30,Premier League,36,Home,W 2–0,Tottenham,Watford,0,LW,74,0,0,0,0,0,0,0,0,,,,,,1,,,,W,2.0,0.0,1.0,3.0,,39,29,1,0,0.0,0.0,0.1,3,1,17,26,65.4,46,34,123,2,4,,,1923,1624,299
2018-05-05,Premier League,37,Away,L 0–1,Tottenham,West Brom,0,AMLW,23,0,0,0,0,1,1,0,0,,,,,,0,,,,L,0.0,1.0,0.0,0.0,,14,1,0,0,0.0,0.0,0.0,2,0,8,9,88.9,19,11,30,0,1,,,1923,1613,310
2018-05-09,Premier League,31,Home,W 1–0,Tottenham,Newcastle Utd,0,LM,77,0,1,0,0,0,0,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,43,9,0,0,0.0,0.0,0.2,2,1,25,34,73.5,62,40,66,0,0,,,1909,1651,258
2018-05-13,Premier League,38,Home,W 5–4,Tottenham,Leicester City,0,FW,6,0,0,0,0,0,0,0,0,,,,,,0,,,,W,5.0,4.0,1.0,3.0,,4,3,0,0,0.0,0.0,0.0,0,0,3,3,100.0,4,1,0,0,0,,,1911,1698,213
2018-08-11,Premier League,1,Away,W 2–1,Tottenham,Newcastle Utd,0,FW,11,0,0,0,0,0,0,0,0,,,,,,0,,,,W,2.0,1.0,0.0,3.0,,9,7,3,0,0.0,0.0,0.0,0,0,5,6,83.3,7,6,34,0,0,,,1912,1668,244
2018-09-15,Premier League,5,Home,L 1–2,Tottenham,Liverpool,0,RWDM,18,0,0,0,0,0,0,0,0,,,,,,0,,,,L,1.0,2.0,1.0,0.0,,10,1,0,0,0.0,0.0,0.1,2,0,9,9,100.0,56,10,23,1,1,,,1916,1927,-11
2018-09-18,Champions League,Group stage,Away,L 1–2,Tottenham,Inter,Y,LW,63,0,0,0,0,1,1,0,0,,,,,,1,,,,,,,,,,34.0,22.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,17.0,22.0,77.3,109.0,29.0,96.0,2.0,3.0,,,1907,1729,178
2018-09-22,Premier League,6,Away,W 2–1,Tottenham,Brighton,0,LMRM,67,0,0,0,0,3,0,0,0,,,,,,0,,,,W,2.0,1.0,0.0,3.0,,41,14,2,1,0.2,0.2,0.0,1,0,22,26,84.6,51,34,19,1,3,,,1895,1628,267
2018-09-29,Premier League,7,Away,W 2–0,Tottenham,Huddersfield,0,LW,89,0,0,0,0,2,1,0,0,,,,,,0,,,,W,2.0,0.0,0.0,3.0,,49,17,2,3,0.1,0.1,0.3,2,0,22,28,78.6,121,37,139,2,2,,,1899,1544,355
2018-10-03,Champions League,Group stage,Home,L 2–4,Tottenham,Barcelona,Y,LW,65,0,1,0,0,0,0,0,0,,,,,,0,,,,,,,,,,21.0,31.0,3.0,0.0,0.0,0.0,0.1,2.0,1.0,10.0,13.0,76.9,39.0,16.0,53.0,0.0,1.0,,,1902,2001,-99
2018-10-06,Premier League,8,Home,W 1–0,Tottenham,Cardiff City,0,LM,71,0,0,0,0,2,0,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,40,11,0,1,0.2,0.2,0.1,3,0,25,32,78.1,80,39,189,2,2,,,1886,1543,343
2018-10-20,Premier League,9,Away,W 1–0,Tottenham,West Ham,0,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,,,,On m,,,,W,1.0,0.0,0.0,3.0,,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,1887,1662,225
2018-10-24,Champions League,Group stage,Away,D 2–2,Tottenham,PSV Eindhoven,Y,AM,80,0,0,0,0,5,3,0,0,,,,,,0,,,,,,,,,,52.0,15.0,1.0,3.0,0.4,0.4,0.0,4.0,1.0,31.0,38.0,81.6,97.0,50.0,291.0,2.0,4.0,,,1892,1700,192
2018-10-29,Premier League,10,Home,L 0–1,Tottenham,Manchester City,0,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,,,,On m,,,,L,0.0,1.0,1.0,0.0,,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,On m,,,1892,1978,-86
2018-11-03,Premier League,11,Away,W 3–2,Tottenham,Wolves,0,LW,52,0,1,0,0,0,0,0,0,,,,,,1,,,,W,3.0,2.0,0.0,3.0,,38,11,1,2,0.0,0.0,0.2,4,2,24,30,80.0,55,35,117,2,3,,,1884,1615,269
2018-11-06,Champions League,Group stage,Home,W 2–1,Tottenham,PSV Eindhoven,Y,LW,74,0,0,0,0,2,0,1,0,,,,,,0,,,,,,,,,,55.0,11.0,1.0,1.0,0.1,0.1,0.0,2.0,0.0,35.0,42.0,83.3,76.0,44.0,182.0,0.0,1.0,,,1888,1708,180
2018-11-10,Premier League,12,Away,W 1–0,Tottenham,Crystal Palace,0,LWLM,20,0,0,0,0,1,0,0,0,,,,,,0,,,,W,1.0,0.0,0.0,3.0,,13,6,1,1,0.2,0.2,0.0,1,0,7,7,100.0,14,9,31,3,3,,,1888,1644,244
2018-11-24,Premier League,13,Home,W 3–1,Tottenham,Chelsea,0,FWRW,77,1,0,0,0,6,3,0,0,,,,,,1,,,,W,3.0,1.0,1.0,3.0,,35,26,0,0,0.9,0.9,0.1,7,2,20,25,80.0,80,32,227,3,4,,,1892,1868,24
2018-11-28,Champions League,Group stage,Home,W 1–0,Tottenham,Inter,N,RWLW,29,0,0,0,0,0,0,1,0,,,,,,0,,,,,,,,,,15.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,11.0,13.0,57.0,1.0,3.0,,,1900,1795,105
2018-12-02,Premier League,14,Away,L 2–4,Tottenham,Arsenal,0,FW,78,0,0,0,0,3,3,0,0,,,,,,0,,,,L,2.0,4.0,0.0,0.0,,34,23,3,1,0.1,0.1,0.0,3,2,16,19,84.2,62,22,172,2,3,,,1905,1843,62
2018-12-05,Premier League,15,Home,W 3–1,Tottenham,Southampton,0,RW,90,1,0,0,0,4,2,0,0,,,,,,0,,,,W,3.0,1.0,1.0,3.0,,44,24,0,0,0.7,0.7,0.1,2,0,25,31,80.6,35,35,203,1,4,,,1894,1618,276
2018-12-08,Premier League,16,Away,W 2–0,Tottenham,Leicester City,0,LW,73,1,1,0,0,4,1,0,0,,,,,,0,,,,W,2.0,0.0,0.0,3.0,,45,26,1,1,0.1,0.1,0.4,3,1,26,35,74.3,167,34,58,1,1,,,1896,1694,202
2018-12-11,Champions League,Group stage,Away,D 1–1,Tottenham,Barcelona,Y,RW,70,0,0,0,0,3,3,0,0,,,,,,1,,,,,,,,,,41.0,17.0,1.0,0.0,0.8,0.8,0.0,3.0,0.0,24.0,32.0,75.0,35.0,37.0,91.0,3.0,3.0,,,1902,2022,-120
2018-12-15,Premier League,17,Home,W 1–0,Tottenham,Burnley,0,RWLWDM,16,0,0,0,0,1,0,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,7,2,0,0,0.2,0.2,0.0,0,0,2,4,50.0,0,8,20,1,3,,,1907,1617,290
2018-12-23,Premier League,18,Away,W 6–2,Tottenham,Everton,0,FW,78,2,1,0,0,4,3,0,0,,,,,,0,,,,W,6.0,2.0,0.0,3.0,,43,32,0,0,1.3,1.3,0.4,6,2,27,33,81.8,108,37,126,1,1,,,1909,1698,211
2018-12-26,Premier League,19,Home,W 5–0,Tottenham,Bournemouth,0,LWFW,87,2,0,0,0,2,2,1,0,,,,,,2,,,,W,5.0,0.0,1.0,3.0,,39,21,0,0,0.9,0.9,0.0,3,1,19,28,67.9,24,38,174,2,3,,,1917,1671,246
2018-12-29,Premier League,20,Home,L 1–3,Tottenham,Wolves,0,FWRWLW,90,0,1,0,0,4,0,0,0,,,,,,0,,,,L,1.0,3.0,1.0,0.0,,45,20,2,0,0.1,0.1,0.1,4,1,27,31,87.1,93,35,261,0,2,,,1921,1624,297
2019-01-01,Premier League,21,Away,W 3–0,Tottenham,Cardiff City,0,FW,75,1,1,0,0,3,2,0,0,,,,,,0,,,,W,3.0,0.0,0.0,3.0,,55,11,0,1,0.6,0.6,0.0,2,1,46,49,93.9,129,46,128,0,0,,,1900,1569,331
2019-01-13,Premier League,22,Home,L 0–1,Tottenham,Manchester Utd,0,LMFW,90,0,0,0,0,2,1,0,0,,,,,,0,,,,L,0.0,1.0,1.0,0.0,,41,18,0,1,0.1,0.1,0.3,5,0,31,35,88.6,74,40,211,2,3,,,1904,1855,49
2019-01-30,Premier League,24,Home,W 2–1,Tottenham,Watford,0,FWRW,90,1,0,0,0,6,2,0,0,,,,,,1,,,,W,2.0,1.0,1.0,3.0,,53,15,0,2,0.3,0.3,0.0,3,0,21,30,70.0,64,45,159,4,9,,,1895,1660,235
2019-02-02,Premier League,25,Home,W 1–0,Tottenham,Newcastle Utd,0,LWFW,88,1,0,0,0,5,1,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,62,19,1,1,0.1,0.1,0.3,4,1,40,46,87.0,82,61,163,7,12,,,1897,1645,252
2019-02-10,Premier League,26,Home,W 3–1,Tottenham,Leicester City,0,FW,90,1,0,0,0,4,1,1,0,,,,,,0,,,,W,3.0,1.0,1.0,3.0,,37,25,0,1,0.5,0.5,0.1,3,0,20,24,83.3,36,34,204,1,3,,,1899,1685,214
2019-02-13,Champions League,Round of 16,Home,W 3–0,Tottenham,Dortmund,Y,FW,89,1,0,0,0,3,2,0,0,,,,,,0,,,,,,,,,,30.0,21.0,1.0,0.0,0.5,0.5,0.0,4.0,0.0,18.0,21.0,85.7,61.0,28.0,38.0,0.0,2.0,,,1898,1850,48
2019-02-23,Premier League,27,Away,L 1–2,Tottenham,Burnley,0,FWLW,87,0,0,0,0,1,0,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,37,14,0,0,0.0,0.0,0.1,3,0,23,27,85.2,50,39,167,3,5,,,1916,1647,269
2019-02-27,Premier League,28,Away,L 0–2,Tottenham,Chelsea,0,LWLM,79,0,0,0,0,1,0,0,0,,,,,,0,,,,L,0.0,2.0,0.0,0.0,,50,19,1,3,0.0,0.0,0.0,0,0,28,33,84.8,45,44,147,2,3,,,1903,1823,80
2019-03-02,Premier League,29,Home,D 1–1,Tottenham,Arsenal,0,FW,78,0,0,0,0,1,0,0,0,,,,,,2,,,,D,1.0,1.0,1.0,1.0,,27,14,0,1,0.0,0.0,0.0,0,0,18,21,85.7,49,21,64,1,1,,,1891,1849,42
2019-03-05,Champions League,Round of 16,Away,W 1–0,Tottenham,Dortmund,Y,FW,70,0,0,0,0,2,0,0,0,,,,,,2,,,,,,,,,,38.0,56.0,3.0,3.0,0.4,0.4,0.0,1.0,0.0,24.0,25.0,96.0,87.0,30.0,150.0,1.0,1.0,,,1888,1822,66
2019-03-09,Premier League,30,Away,L 1–2,Tottenham,Southampton,0,FWAM,19,0,0,0,0,0,0,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,13,4,0,0,0.0,0.0,0.0,0,0,12,12,100.0,17,9,2,0,0,,,1899,1644,255
2019-03-31,Premier League,32,Away,L 1–2,Tottenham,Liverpool,0,FWCB,22,0,0,0,0,0,0,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,7,4,0,0,0.0,0.0,0.4,2,0,6,6,100.0,17,5,35,0,0,,,1899,1978,-79
2019-04-03,Premier League,31,Home,W 2–0,Tottenham,Crystal Palace,0,AMLW,89,1,0,0,0,4,3,0,0,,,,,,1,,,,W,2.0,0.0,1.0,3.0,,45,33,0,1,0.1,0.1,0.2,2,0,28,32,87.5,116,42,189,5,8,,,1894,1698,196
2019-04-09,Champions League,Quarter-finals,Home,W 1–0,Tottenham,Manchester City,Y,LWRW,90,1,0,0,0,4,2,0,0,,,,,,1,,,,,,,,,,30.0,26.0,2.0,1.0,0.2,0.2,0.0,2.0,1.0,16.0,18.0,88.9,83.0,26.0,109.0,1.0,2.0,,,1898,2009,-111
2019-04-13,Premier League,34,Home,W 4–0,Tottenham,Huddersfield,0,FW,4,0,1,0,0,0,0,0,0,,,,,,0,,,,W,4.0,0.0,1.0,3.0,,2,4,0,0,0.0,0.0,0.1,1,1,2,2,100.0,27,2,26,0,0,,,1907,1505,402
2019-04-17,Champions League,Quarter-finals,Away,L 3–4,Tottenham,Manchester City,Y,LWFWRM,90,2,0,0,0,5,3,1,0,,,,,,0,,,,,,,,,,35.0,23.0,3.0,3.0,0.6,0.6,0.1,2.0,1.0,15.0,20.0,75.0,38.0,28.0,168.0,0.0,0.0,,,1907,2010,-103
2019-04-20,Premier League,35,Away,L 0–1,Tottenham,Manchester City,0,FW,90,0,0,0,0,3,2,0,0,,,,,,1,,,,L,0.0,1.0,0.0,0.0,,19,24,0,0,0.6,0.6,0.0,4,0,12,13,92.3,17,17,111,4,5,,,1916,2008,-92
2019-04-23,Premier League,33,Home,W 1–0,Tottenham,Brighton,0,RWLWCM,89,0,0,0,0,4,0,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,59,13,0,3,0.2,0.2,0.1,7,0,35,42,83.3,77,52,184,2,4,,,1912,1603,309
2019-04-27,Premier League,36,Home,L 0–1,Tottenham,West Ham,0,FWAM,90,0,0,0,0,4,1,0,0,,,,,,1,,,,L,0.0,1.0,1.0,0.0,,52,7,1,1,0.3,0.3,0.0,1,0,28,31,90.3,90,43,180,1,5,,,1913,1678,235
2019-05-04,Premier League,37,Away,L 0–1,Tottenham,Bournemouth,0,LW,42,0,0,0,0,1,0,0,1,,,,,,1,,,,L,0.0,1.0,0.0,0.0,,37,6,0,2,0.1,0.1,0.0,1,0,20,25,80.0,104,29,135,1,4,,,1884,1673,211
2019-05-08,Champions League,Semi-finals,Away,W 3–2,Tottenham,Ajax,Y,LW,90,0,0,0,0,6,1,0,0,,,,,,1,,,,,,,,,,47.0,20.0,0.0,0.0,0.3,0.3,0.0,9.0,0.0,26.0,29.0,89.7,60.0,52.0,235.0,10.0,13.0,,,1880,1835,45
2019-06-01,Champions League,Final,Home,L 0–2,Tottenham,Liverpool,Y,LWFWLM,90,0,0,0,0,3,3,0,0,,,,,,0,,,,,,,,,,48.0,10.0,1.0,2.0,0.1,0.1,0.1,4.0,0.0,18.0,26.0,69.2,38.0,29.0,229.0,1.0,4.0,,,1897,2037,-140
2019-08-25,Premier League,3,Home,L 0–1,Tottenham,Newcastle Utd,0,LW,90,0,0,0,0,6,2,0,0,,,,,,0,,,,L,0.0,1.0,1.0,0.0,,74,11,0,1,0.2,0.2,0.0,6,0,53,59,89.8,84,62,173,5,9,,,1902,1701,201
2019-09-01,Premier League,4,Away,D 2–2,Tottenham,Arsenal,0,LWRW,78,0,0,0,0,2,2,0,0,,,,,,1,,,,D,2.0,2.0,0.0,1.0,,45,23,1,0,0.2,0.2,0.2,5,1,21,28,75.0,96,34,191,2,4,,,1888,1876,12
2019-09-14,Premier League,5,Home,W 4–0,Tottenham,Crystal Palace,0,FW,90,2,0,0,0,6,3,0,0,,,,,,0,,,,W,4.0,0.0,1.0,3.0,,42,22,3,0,0.5,0.5,0.0,4,2,25,30,83.3,72,28,103,0,0,,,1890,1753,137
2019-09-18,Champions League,Group stage,Away,D 2–2,Tottenham,Olympiacos,N,LW,18,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,4.0,7.0,33.0,1.0,1.0,,,1887,1719,168
2019-09-21,Premier League,6,Away,L 1–2,Tottenham,Leicester City,0,FW,90,0,1,0,0,3,1,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,45,17,0,1,0.3,0.3,0.7,5,1,28,31,90.3,93,37,113,3,7,,,1886,1747,139
