Date,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
2014-08-15,First round,Away,W 6–0,Leverkusen,Waldalgesheim,N,,29,1,0,0,0,,,0,0,,,,,,,0,,
2014-10-29,Second round,Away,W 2 (5)–2 (4),Leverkusen,Magdeburg,Y,,77,0,0,0,0,,,0,1,,,,,,,0,,
